211.352493	2.465449515	1.360334773
212.937988	2.522841677	1.382230665
214.52356	2.58200268	1.396045523
216.109207	2.64183414	1.401974202
217.694916	2.701306736	1.400335736
219.280716	2.759495721	1.39157422
220.866547	2.815587638	1.376222071
222.452469	2.868882824	1.354894539
224.038452	2.918810697	1.328244806
225.624481	2.964903271	1.296973978
227.210617	3.006829328	1.261784703
228.796783	3.044353904	1.223377315
230.383026	3.077349174	1.182435976
231.96933	3.105777943	1.139613778
233.555695	3.129681269	1.095527513
235.14212	3.149171037	1.050739866
236.728607	3.164425685	1.005761744
238.315155	3.17566052	0.961051784
239.901779	3.183131951	0.917011476
241.488449	3.187116308	0.873977297
243.075195	3.187918724	0.83223636
244.661987	3.185848037	0.79202681
246.248825	3.181211381	0.753530721
247.835739	3.174318803	0.716875845
249.422699	3.165470409	0.682168068
251.009735	3.154951772	0.649456018
252.596832	3.143035955	0.618769041
254.18396	3.129981025	0.590100218
255.771164	3.116013862	0.563420655
257.358398	3.10135869	0.538679817
258.945709	3.08620059	0.515814035
260.533081	3.070718144	0.494743249
262.120483	3.055065058	0.475380881
263.707947	3.039378122	0.457628109
265.295471	3.023766013	0.441387694
266.883057	3.008335246	0.426552272
268.470673	2.993168296	0.41302057
270.05835	2.978328114	0.400690966
271.646088	2.963872371	0.389462611
273.233856	2.949843373	0.379234826
274.821716	2.936278288	0.369914723
276.409576	2.923192263	0.361416064
277.997498	2.910599758	0.353653684
279.58548	2.89851124	0.34654323
281.173492	2.886925504	0.340017737
282.761566	2.875837908	0.334007461
284.34967	2.865236855	0.328443057
285.937836	2.855112906	0.323276433
287.526062	2.845447223	0.318445952
289.114319	2.836223443	0.313907643
290.702606	2.827418347	0.309620975
292.290955	2.819012201	0.305546005
293.879333	2.810981825	0.301646321
295.467804	2.803303805	0.297892538
297.056274	2.795958202	0.294255697
298.644775	2.788917967	0.290716755
300.233337	2.78215971	0.28725367
301.82196	2.775663323	0.283848077
303.410583	2.769405123	0.280488245
304.999268	2.763361875	0.27715589
306.587982	2.757516433	0.273846486
308.176758	2.751848737	0.270548754
309.765564	2.746335169	0.267257976
311.354401	2.740962317	0.263966661
312.943298	2.735709878	0.260673679
314.532196	2.730564566	0.257371638
316.121155	2.725509062	0.254069571
317.710144	2.72053035	0.250756848
319.299164	2.715611397	0.247439251
320.888245	2.710745282	0.24411972
