300.000000 	 1.646857 	 0.972337 
310.000000 	 1.455630 	 0.572501 
320.000000 	 0.920059 	 0.331539 
330.000000 	 0.233798 	 0.585441 
340.000000 	 0.103893 	 1.052043 
350.000000 	 0.075999 	 1.326867 
360.000000 	 0.063180 	 1.533001 
370.000000 	 0.056279 	 1.708001 
380.000000 	 0.050752 	 1.858730 
390.000000 	 0.048660 	 1.995462 
400.000000 	 0.045729 	 2.122944 
410.000000 	 0.044520 	 2.241826 
420.000000 	 0.043287 	 2.357154 
430.000000 	 0.041993 	 2.465312 
440.000000 	 0.041101 	 2.573264 
450.000000 	 0.040932 	 2.675757 
460.000000 	 0.040957 	 2.776955 
470.000000 	 0.040727 	 2.873753 
480.000000 	 0.040781 	 2.972182 
490.000000 	 0.041250 	 3.066334 
500.000000 	 0.041373 	 3.159401 
510.000000 	 0.041603 	 3.251112 
520.000000 	 0.042373 	 3.342124 
530.000000 	 0.042204 	 3.433188 
540.000000 	 0.043403 	 3.522199 
550.000000 	 0.043817 	 3.610114 
560.000000 	 0.044507 	 3.697023 
570.000000 	 0.045973 	 3.783928 
580.000000 	 0.046820 	 3.870684 
590.000000 	 0.046840 	 3.957170 
600.000000 	 0.047410 	 4.041936 
610.000000 	 0.048986 	 4.126306 
620.000000 	 0.049618 	 4.208974 
630.000000 	 0.051102 	 4.293089 
640.000000 	 0.051647 	 4.376833 
650.000000 	 0.050913 	 4.460223 
660.000000 	 0.053389 	 4.543110 
670.000000 	 0.052475 	 4.623716 
680.000000 	 0.054219 	 4.705947 
690.000000 	 0.054429 	 4.788420 
700.000000 	 0.054860 	 4.869087 
710.000000 	 0.056539 	 4.950777 
720.000000 	 0.057401 	 5.034212 
730.000000 	 0.057733 	 5.113153 
740.000000 	 0.059629 	 5.195340 
750.000000 	 0.060114 	 5.274430 
760.000000 	 0.059047 	 5.356817 
770.000000 	 0.063824 	 5.436182 
780.000000 	 0.063465 	 5.512987 
790.000000 	 0.062217 	 5.598828 
800.000000 	 0.063951 	 5.678124 
810.000000 	 0.067473 	 5.753308 
820.000000 	 0.067636 	 5.836229 
830.000000 	 0.068190 	 5.911315 
840.000000 	 0.067475 	 5.995544 
850.000000 	 0.070136 	 6.076505 
860.000000 	 0.070503 	 6.155321 
870.000000 	 0.072455 	 6.235643 
880.000000 	 0.073944 	 6.313594 
890.000000 	 0.074928 	 6.389805 
900.000000 	 0.074794 	 6.469204 
910.000000 	 0.077647 	 6.547597 
920.000000 	 0.078780 	 6.627987 
930.000000 	 0.080106 	 6.706073 
940.000000 	 0.080040 	 6.784129 
